,Unnamed: 0,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
602,602,22-01-08 17:14,Indonesia ,1.011,97.442,20,6.2 Mw ,1.0,1.0,,,,1.0
603,603,06-02-08 06:09,India ,23.433,87.111,10,4.3 mb ,1.0,1.0,,,,1.0
604,604,14-02-08 02:07,Rwanda ,-2.404,28.918,10,5.3 Mw ,1.0,1.0,,,,1.0
605,605,09-09-69 05:15,Japan ,35.786,137.093,7.5,6.0 Ms ,0.0,0.0,1.0,,,1.0
606,606,31-05-70 20:23,Peru  ,-9.248,-78.84,73,7.9 Muk ,0.0,70000.0,66794.0,66794.0,,70000.0
607,607,14-07-71 06:11,Papua New Guinea ,-5.519,153.906,44.5,8.0 Mw ,0.0,1.0,2.0,,,2.0
608,608,15-09-76 09:21,Italy ,46.354,13.087,9.7,5.9 Ms ,0.0,0.0,2.0,,,2.0
609,609,21-04-77 04:24,Solomon Islands ,-10.009,160.816,45.1,7.3 Mw ,0.0,18.0,18.0,,,18.0
610,610,02-07-79 16:30,India ,34.525,74.291,35,4.5 mb ,0.0,3.0,,,,3.0
611,611,24-01-80 19:00,United States ,37.712,-121.728,15,5.8 Mw ,0.0,0.0,1.0,,,1.0
612,612,20-02-80 02:34,Italy ,39.291,16.152,8.2,4.8 ML ,0.0,1.0,,,,1.0
613,613,19-11-80 19:00,India ,27.392,88.795,38.5,6.3 Mw ,0.0,0.0,3.0,0.0,,3.0
614,614,30-11-80 07:41,Italy ,40.766,15.295,15.1,4.9 ML ,0.0,1.0,,,,1.0
615,615,18-02-81 08:28,South Africa ,-26.625,26.607,33,4.7 mb ,0.0,4.0,4.0,,,4.0
616,616,04-03-81 21:58,Greece ,38.197,23.3,14.9,6.2 Mw ,0.0,1.0,,,,1.0
617,617,10-03-81 15:16,Greece ,39.382,20.813,36.4,5.4 Mw ,0.0,2.0,2.0,2.0,,2.0
618,618,16-10-81 03:25,Chile ,-33.178,-73.033,44.9,7.1 Mw ,0.0,1.0,1.0,,,1.0
619,619,13-04-82 11:26,South Africa ,-27.926,26.783,5,5.0 mb ,0.0,1.0,1.0,,,1.0
620,620,13-02-83 01:40,China ,39.994,75.173,9,6.2 Mw ,0.0,0.0,1.0,,,1.0
621,621,25-02-83 18:22,Yugoslavia ,41.959,21.54,24,4.7 mb ,0.0,12.0,,12.0,,12.0
622,622,20-07-83 22:03,Italy ,37.502,15.151,33,4.4 mb ,0.0,1.0,,,,1.0
623,623,02-08-83 09:01,France ,49.15,6.698,0,3.5 ML ,0.0,1.0,1.0,,,1.0
624,624,25-01-84 19:36,United States ,47.5,-116,1,2.3 ML ,0.0,1.0,1.0,,,1.0
625,625,06-03-84 02:17,Japan ,29.372,138.871,459.1,7.4 Mw ,0.0,1.0,,,,1.0
626,626,22-04-84 17:39,Italy ,43.616,10.194,15,4.7 ML ,0.0,3.0,,,,3.0
627,627,11-05-84 10:41,Italy ,41.755,13.901,10.9,5.5 Mw ,0.0,3.0,,,,3.0
628,628,13-05-84 12:45,Bosnia and Herzegovina ,42.974,17.829,37,5.4 Mw ,0.0,1.0,1.0,,,1.0
629,629,20-06-84 14:12,Canada ,46.58,-80.8,1,3.4 Lg ,0.0,4.0,4.0,,,4.0
630,630,15-09-84 02:55,United States ,47.46,-115.987,1,2.8 ML ,0.0,1.0,,,,1.0
631,631,14-03-85 23:03,Italy ,41.631,14.263,14,4.3 ML ,0.0,1.0,,,,1.0
632,632,17-03-85 10:41,Chile  ,-32.712,-71.68,22,6.5 Mw ,0.0,1.0,,,,1.0
633,633,18-03-85 19:49,Philippines ,7.776,123.512,26.5,6.5 Mw ,0.0,2.0,,2.0,,2.0
634,634,09-04-85 01:56,Chile  ,-34.134,-71.535,38,7.1 Mw ,0.0,2.0,,,,2.0
635,635,12-03-86 16:32,United States ,47.47,-115.8,1,2.0 ML ,0.0,1.0,1.0,,,1.0
636,636,13-07-86 13:47,United States ,33.066,-117.84,15,5.8 Mw ,0.0,0.0,1.0,0.0,,1.0
637,637,18-07-86 17:22,Venezuela ,10.743,-69.424,8.3,5.4 Mw ,0.0,1.0,,1.0,,1.0
638,638,18-12-86 20:01,Poland ,50.304,19.235,10,2.8 ML ,0.0,3.0,3.0,,,3.0
639,639,22-01-87 05:10,Italy ,43.515,10.154,21,4.2 ML ,0.0,2.0,,,,2.0
640,640,08-02-87 18:33,Papua New Guinea ,-6.025,147.665,42.3,7.3 Mw ,0.0,3.0,3.0,1.0,,3.0
641,641,02-03-87 01:42,New Zealand  ,-38.015,176.921,15,6.5 Mw ,0.0,1.0,,1.0,,1.0
642,642,12-03-87 23:07,Poland ,51.369,20.206,10,2.6 ML ,0.0,3.0,3.0,,,3.0
643,643,02-05-87 20:43,Italy ,44.809,10.68,15,5.2 ML ,0.0,1.0,,,,1.0
644,644,18-06-87 10:01,Philippines ,17.324,121.353,13.9,5.9 Mw ,0.0,9.0,9.0,,,9.0
645,645,02-08-87 09:07,China ,25.002,115.566,11.2,4.9 mb ,0.0,0.0,3.0,0.0,,3.0
646,646,04-10-87 10:59,United States  ,34.02,-118.137,11.3,5.2 Mw ,0.0,1.0,,,,1.0
647,647,24-11-87 01:54,United States ,33.257,-115.756,15,6.0 Mw ,0.0,2.0,2.0,2.0,,2.0
648,648,05-01-88 06:41,South Africa ,-26.905,26.694,15,5.2 mb ,0.0,8.0,8.0,8.0,,8.0
649,649,11-02-88 15:25,United States ,34.08,-118.05,12,4.8 ML ,0.0,1.0,,,,1.0
650,650,10-08-88 04:38,Solomon Islands ,-10.32,160.933,34,7.5 Mw ,0.0,1.0,1.0,1.0,,1.0
651,651,02-09-88 07:26,Czech Republic ,49.886,18.489,10,3.8 ML ,0.0,3.0,3.0,,,3.0
652,652,10-03-89 14:14,Papua New Guinea ,-4.332,152.842,49.6,5.8 Mw ,0.0,1.0,1.0,,,1.0
653,653,27-05-89 20:08,Iran ,30.148,50.892,15,6.0 Mw ,0.0,0.0,,100.0,,100.0
654,654,26-06-89 03:27,United States Minor Outlying Islands ,19.417,-155.149,9,6.4 Mw ,0.0,0.0,,5.0,,5.0
655,655,01-08-89 00:18,Indonesia ,-4.48,138.983,14,6.1 Mw ,0.0,120.0,120.0,120.0,,120.0
656,656,22-09-89 02:25,China ,31.555,102.422,10.9,6.1 Mw ,0.0,0.0,1.0,0.0,,1.0
657,657,09-02-90 17:57,China ,31.745,120.982,11.9,5.0 mb ,0.0,0.0,2.0,,,2.0
658,658,05-05-90 07:21,Italy ,40.712,15.805,9.1,5.8 Mw ,0.0,2.0,,,,2.0
659,659,13-07-90 14:20,Afghanistan ,36.448,70.775,209.8,6.3 Mw ,0.0,43.0,43.0,,,43.0
660,660,26-09-90 23:08,South Africa ,-28.09,26.837,15,5.0 Mw ,0.0,2.0,2.0,,,2.0
661,661,18-10-90 09:30,South Africa ,-26.39,27.349,5,4.0 Lg ,0.0,10.0,10.0,10.0,,10.0
662,662,13-02-91 15:49,France ,44.885,6.76,5,3.8 ML ,0.0,9.0,9.0,,,9.0
663,663,25-03-91 18:02,China ,39.947,113.989,15,5.4 Mw ,0.0,0.0,1.0,,,1.0
664,664,03-05-91 20:19,Georgia ,42.68,43.245,3.7,5.6 Mw ,0.0,3.0,3.0,,,3.0
665,665,04-05-91 03:42,Panama ,9.547,-82.44,6.9,6.2 Mw ,0.0,0.0,2.0,0.0,,2.0
666,666,26-05-91 10:59,Malaysia ,5.858,116.652,48.6,5.1 mb ,0.0,1.0,,,,1.0
667,667,15-06-91 11:15,Philippines ,15.165,120.316,46.4,5.6 Mw ,0.0,137.0,,,,137.0
668,668,21-06-91 06:27,El Salvador ,13.408,-89.633,69.8,5.8 Mw ,0.0,1.0,1.0,,,1.0
669,669,14-02-92 17:28,South Africa ,-26.42,27.43,5,3.4 Lg ,0.0,4.0,4.0,,,4.0
670,670,07-03-92 01:53,Costa Rica ,10.228,-84.302,79,6.5 Mw ,0.0,1.0,,,,1.0
671,671,13-04-92 01:20,Netherlands ,51.181,5.844,18,5.4 Mw ,0.0,1.0,,1.0,,1.0
672,672,23-04-92 15:32,Burma ,22.407,98.848,7.9,6.1 Mw ,0.0,0.0,4.0,,,4.0
673,673,08-01-93 06:57,South Africa ,-28.028,26.8,5,2.7 ML ,0.0,6.0,6.0,,,6.0
674,674,26-03-93 11:58,Greece ,37.613,21.526,15,5.4 Mw ,0.0,0.0,,1.0,,1.0
675,675,22-06-93 16:32,Iran ,30.179,50.826,12.6,5.3 Mw ,0.0,0.0,,24.0,,24.0
676,676,11-10-93 15:54,Japan ,32.03,137.926,351,6.9 Mw ,0.0,1.0,,,,1.0
677,677,22-11-93 22:43,Nicaragua ,11.718,-86.084,112.6,5.9 Mw ,0.0,1.0,,,,1.0
678,678,30-11-93 20:37,China ,39.326,75.505,12.7,5.6 Mw ,0.0,0.0,2.0,,,2.0
679,679,26-05-94 08:26,Morocco ,35.25,-4.089,10,5.9 Mw ,0.0,0.0,2.0,,,2.0
680,680,01-09-94 07:11,South Africa ,-26.447,27.405,5,2.7 ML ,0.0,3.0,,,,3.0
681,681,03-02-95 15:26,United States ,41.488,-109.785,1,5.3 mb ,0.0,1.0,1.0,,,1.0
682,682,23-02-95 05:19,Taiwan ,24.233,121.706,43.6,6.2 Mw ,0.0,2.0,2.0,,,2.0
683,683,13-05-95 08:47,Greece ,40.144,21.718,14,6.6 Mw ,0.0,0.0,,26.0,,26.0
684,684,14-05-95 11:33,Indonesia ,-8.462,125.039,11,6.9 Mw ,0.0,11.0,11.0,,,11.0
685,685,25-06-95 06:59,Taiwan ,24.62,121.679,60.3,5.9 Mw ,0.0,1.0,1.0,,,1.0
686,686,19-12-95 20:56,Guatemala ,15.175,-90.171,15,5.3 Mw ,0.0,1.0,1.0,,,1.0
687,687,19-12-95 23:28,Indonesia ,-3.665,140.263,63,6.4 Mw ,0.0,2.0,2.0,,,2.0
688,688,21-02-96 12:51,Peru  ,-9.722,-79.868,15,7.5 Mw ,0.0,7.0,,,,7.0
689,689,14-08-96 01:55,Turkey ,40.697,35.293,25.8,5.7 Mw ,0.0,0.0,1.0,0.0,,1.0
690,690,22-01-97 17:57,Turkey ,36.199,35.902,46.1,5.7 Mw ,0.0,0.0,1.0,,,1.0
691,691,05-04-97 23:46,China ,39.525,76.83,15,5.9 Mw ,0.0,0.0,,9.0,,9.0
692,692,21-05-97 23:50,Spain ,42.83,-7.231,17.1,5.3 Mw ,0.0,1.0,,,,1.0
693,693,21-07-97 08:45,South Africa ,-26.857,26.619,5,5.0 mb ,0.0,15.0,15.0,15.0,,15.0
694,694,06-11-97 02:34,Canada ,46.771,-71.387,22.5,5.1 Lg ,0.0,1.0,1.0,,,1.0
695,695,30-01-98 12:16,Chile ,-23.85,-70.147,42,7.0 Mw ,0.0,1.0,,,,1.0
696,696,26-03-98 16:26,Italy ,43.224,12.919,10,5.4 Mw ,0.0,1.0,,,,1.0
697,697,12-04-98 10:55,Slovenia ,46.271,13.653,7.5,5.6 Mw ,0.0,1.0,,0.0,,1.0
698,698,17-07-98 08:49,Papua New Guinea  ,-2.946,142.52,23,7.0 Mw ,0.0,2683.0,2700.0,,,2700.0
699,699,29-07-98 07:14,Chile ,-32.327,-71.244,51,6.4 Mw ,0.0,2.0,,,,2.0
700,700,29-09-98 22:14,Serbia  ,44.203,20.094,15,5.5 Mw ,0.0,1.0,,0.0,,1.0
701,701,22-04-99 22:19,South Africa ,-27.953,26.679,6.5,5.7 mb ,0.0,2.0,2.0,,,2.0
702,702,04-06-99 09:12,Azerbaijan ,40.767,47.483,14,5.4 Mw ,0.0,0.0,,1.0,,1.0
703,703,07-11-99 16:54,Turkey ,40.695,30.724,16,4.9 Mw ,0.0,1.0,,,,1.0
704,704,26-01-00 20:55,China ,24.148,103.654,35,4.9 mb ,0.0,0.0,,1.0,,1.0
705,705,07-05-00 23:10,Turkey ,38.164,38.777,5,4.5 Md ,0.0,0.0,,1.0,,1.0
706,706,12-05-00 18:43,Argentina ,-23.754,-66.777,225,7.2 Mw ,0.0,1.0,1.0,,,1.0
707,707,10-06-00 18:23,Taiwan ,23.868,121.181,19,6.4 Mw ,0.0,2.0,,,,2.0
708,708,01-07-00 07:01,Japan ,34.222,139.171,12.5,6.1 Mw ,0.0,1.0,1.0,1.0,,1.0
709,709,07-07-00 00:15,Turkey ,40.857,29.344,7.8,4.2 Md ,0.0,1.0,,,,1.0
710,710,02-10-00 02:25,Tanzania ,-7.965,30.806,34,6.4 Mw ,0.0,0.0,,1.0,,1.0
711,711,08-11-00 06:59,Colombia ,7.091,-77.811,17,6.5 Mw ,0.0,0.0,,2.0,,2.0
712,712,28-02-01 18:54,United States  ,47.09,-122.581,54,6.8 Mw ,0.0,0.0,,1.0,,1.0
713,713,21-06-01 19:55,France ,49.147,6.87,1,4.2 ML ,0.0,1.0,1.0,,,1.0
714,714,17-07-01 15:06,Italy ,46.723,11.234,5.7,4.7 Mw ,0.0,4.0,3.0,,,4.0
715,715,22-01-02 04:53,Greece ,35.624,26.645,88,6.2 Mw ,0.0,1.0,,,,1.0
716,716,01-04-02 06:14,Papua New Guinea ,-6.231,147.545,81.4,5.3 Mw ,0.0,36.0,36.0,,,36.0
717,717,22-04-02 04:57,Peru ,-12.428,-76.578,64.9,4.4 mb ,0.0,1.0,,,,1.0
718,718,06-09-02 01:21,Italy ,38.335,13.728,13,5.9 Mw ,0.0,2.0,,,,2.0
719,719,21-01-03 02:46,Guatemala ,13.623,-90.85,24,6.4 Mw ,0.0,1.0,,,,1.0
720,720,25-03-03 02:53,Indonesia ,-8.339,120.606,34,6.4 Mw ,0.0,4.0,4.0,,,4.0
721,721,04-05-03 15:44,China ,39.305,77.142,10,5.8 Mw ,0.0,1.0,,1.0,,1.0
722,722,25-09-03 19:50,Japan ,41.864,143.878,27,8.3 Mw ,0.0,0.0,,2.0,,2.0
723,723,27-09-03 11:33,Russian Federation ,50.031,87.817,12.3,7.3 Mw ,0.0,3.0,,3.0,,3.0
724,724,01-05-04 07:56,Taiwan ,24.058,121.6,27.3,5.2 Mw ,0.0,2.0,,,,2.0
725,725,12-07-04 13:04,Slovenia ,46.305,13.628,7.3,5.2 Mw ,0.0,1.0,,1.0,,1.0
726,726,05-07-05 16:53,South Africa ,-26.468,27.435,5,2.7 ML ,0.0,1.0,,,,1.0
727,727,20-10-05 21:40,Turkey ,38.158,26.753,7.7,5.8 Mw ,0.0,1.0,,,,1.0
728,728,14-02-06 00:55,India ,27.382,88.388,30,5.3 Mw ,0.0,2.0,,,,2.0
729,729,14-03-06 06:57,Indonesia ,-3.595,127.214,30,6.7 Mw ,0.0,4.0,,4.0,,4.0
730,730,25-04-06 11:26,Australia ,-41.164,146.863,4,2.2 ML ,0.0,1.0,,,,1.0
731,731,17-07-06 08:19,Indonesia  ,-9.254,107.411,34,7.7 Mw ,0.0,730.0,,,,730.0
732,732,22-07-06 01:10,China  ,27.995,104.138,55,4.9 Mw ,0.0,22.0,,22.0,,22.0
733,733,01-12-06 14:01,Indonesia ,-8.251,118.777,43,6.3 Mw ,0.0,1.0,,,,1.0
734,734,01-04-07 20:39,Solomon Islands,-8.43,157.06,10,8.1 Mw ,0.0,54.0,,,,54.0
735,735,21-04-07 17:53,Chile  ,-45.24,-72.67,36.7,6.2 Mw ,0.0,10.0,,10.0,,10.0
736,736,20-12-07 07:55,New Zealand  ,-39.011,178.291,20,6.6 Mw ,0.0,1.0,,,,1.0
737,737,24-05-08 19:20,Colombia ,4.33,-73.764,8,5.9 Mw ,0.0,6.0,,,,6.0
738,738,06-06-08 20:02,Algeria ,35.883,-0.658,4,5.5 Mw ,0.0,1.0,,,,1.0
739,740,12-07-00 06:25,Turkey ,40.3,43.1,,5.9 Muk ,,,140.0,,,
740,743,31-03-01 07:11,Bulgaria ,43.4,28.7,,6.4 Muk ,,,4.0,,,
741,745,15-11-01 20:15,New Zealand  ,-43,173,0,6.8 Ms ,,,1.0,,,
742,746,30-01-02 14:01,Japan ,40.5,141.3,35,6.9 Ms ,,,1.0,,,
743,747,13-02-02 09:39,Azerbaijan ,40.7,48.6,15,6.9 Muk ,,,86.0,,,
744,748,09-03-02 07:46,Turkey ,40.7,33.6,,5.5 Muk ,,,4.0,,,
745,749,19-04-02 02:23,Guatemala  ,14,-91,0,7.5 Mw ,,,2000.0,2000.0,,
746,752,19-09-02,Australia ,-35,138,2,6.0 ML ,,,2.0,,,
747,753,16-12-02 05:07,Uzbekistan ,40.8,72.3,9,6.4 Muk ,,,4725.0,,,
748,754,29-03-03 22:30,Judea and Samaria ,32.2,35.3,,5.7 Muk ,,,20.0,,,
749,755,28-04-03,Turkey  ,39.14,42.65,,7.0 Ms ,,,,,3500.0,
750,756,28-05-03 03:58,Turkey ,40.9,42.7,,5.8 Muk ,,,1000.0,,,
751,757,11-08-03 04:32,Greece ,36.36,22.97,80,8.3 Muk ,,,2.0,,,
752,758,25-09-03 01:20,Iran ,35.2,58.2,,6.5 Muk ,,,200.0,,,
753,759,24-04-04 06:39,Taiwan ,23.5,120.5,,6.0 Muk ,,,3.0,,,
754,760,11-08-04 05:56,Greece ,37.75,27,10,6.2 Muk ,,,4.0,,,
755,761,30-08-04 11:42,China ,30,101,0,6.8 Ms ,,,565.0,,,
756,762,05-11-04 20:25,Taiwan  ,23.5,120.3,,6.3 Muk ,,,145.0,,,
757,763,04-04-05 00:50,India ,33,76,0,7.8 Mw ,,,20000.0,20000.0,,
758,764,01-06-05 04:42,Albania ,42.1,19.6,20,6.6 Muk ,,,120.0,,,
759,765,02-06-05 05:39,Japan ,34.1,132.5,55,7.0 mb ,,,11.0,,,
760,766,08-09-05 01:43,Italy  ,39,16,0,6.8 Ms ,,,557.0,2500.0,,
761,768,31-01-06 15:36,Ecuador  ,1,-81.5,0,8.8 Muk ,,,1000.0,400.0,,
762,769,16-03-06 22:42,Taiwan  ,23.6,120.4,5,6.8 Ms ,,,1258.0,,,
763,770,13-04-06 19:18,Taiwan ,23.6,120.4,5,7.1 MJMA ,,,15.0,,,
764,771,18-04-06 13:12,United States  ,38,-123,0,7.8 Muk ,,,700.0,2000.0,,
765,772,17-08-06 00:40,Chile  ,-33,-72,0,8.2 Muk ,,,3760.0,20000.0,,
766,773,22-12-06 18:21,China ,43.5,85,0,7.2 Mw ,,,285.0,,,
767,774,04-01-07 05:19,Indonesia ,2,94.5,50,7.5 Mw ,,,400.0,,,
768,775,14-01-07 21:36,Jamaica  ,18.2,-76.7,,6.5 Muk ,,,1000.0,,,
769,776,15-04-07 06:08,Mexico ,17,-100,0,7.9 Mw ,,,28.0,,,
770,777,18-04-07 20:59,Philippines ,14,123,0,7.1 Mw ,,,2.0,,,
771,778,21-10-07 04:23,Tajikistan  ,38,69,0,7.2 Mw ,,,15000.0,12000.0,,
772,779,11-01-08 03:35,Taiwan ,23,121.1,5,6.8 Ms ,,,2.0,,,
773,780,28-12-08 04:20,Italy  ,38,15.5,0,7.2 Ms ,,,82000.0,75000.0,,
774,781,19-01-09 04:56,Turkey ,38.6,26.9,,5.8 Muk ,,,8.0,,,
775,782,23-01-09,Iran  ,33,50,,7.3 Muk ,,,,,8000.0,
776,784,14-04-09 19:53,Taiwan ,25,122.5,5,7.1 mb ,,,9.0,,,
777,785,23-04-09 17:39,Portugal ,38.9,-8.8,,6.6 Muk ,,,30.0,,,
778,786,11-05-09 15:54,China ,24.4,103,,6.5 Muk ,,,19.0,,,
779,787,03-06-09 18:40,Indonesia ,-2,101,0,7.2 Mw ,,,200.0,,,
780,788,11-06-09,France  ,43.7,5.4,,6.2 Ms ,,,,,46.0,
781,789,14-08-09 06:31,Japan ,35.4,136.3,5,6.7 Ms ,,,41.0,,,
782,790,20-10-09 23:41,Pakistan ,30,68,0,7.0 Ms ,,,231.0,,,
783,791,10-11-09 06:13,Japan ,32.3,131.1,150,7.5 mb ,,,2.0,,,
784,792,08-01-10 14:49,China ,35,122,0,6.8 Muk ,,,1.0,,,
785,793,18-02-10 05:09,Greece ,36,24.5,150,6.9 mb ,,,6.0,,,
786,794,12-04-10 00:22,Japan ,25,123,200,7.6 mb ,,,20.0,,,
787,795,24-06-10 13:27,Algeria ,36.1,3.4,33,6.4 Muk ,,,81.0,,,
788,796,03-01-11 23:25,Kazakhstan  ,43.5,77.5,0,7.8 Mw ,,,450.0,,,
789,797,18-02-11 18:41,Kyrgyzstan ,40,73,0,7.2 Mw ,,,90.0,,,
790,798,18-04-11 18:14,Iran ,32,56,50,6.7 Muk ,,,700.0,,,
791,799,07-06-11 11:02,Mexico ,17.5,-102.5,0,7.6 Mw ,,,1300.0,,,
792,800,15-06-11 14:26,Japan ,28,130,90,8.1 mb ,,,12.0,,,
793,802,06-05-12 19:00,Iceland ,64,-20,0,7.0 Ms ,,,1.0,,,
794,804,09-08-12 01:29,Turkey  ,40.5,27,0,7.6 Mw ,,,2836.0,923.0,,
795,805,19-11-12 13:55,Mexico ,19.83,-99.92,15,6.7 Ms ,,,,,164.0,
796,807,14-06-13 09:33,Bulgaria ,43.5,25.5,0,6.8 Muk ,,,500.0,,,
797,809,04-11-13 21:33,Peru ,-14.2,-72.9,10,6.3 Muk ,,,150.0,,,
798,810,21-12-13 15:37,China ,24.5,102,0,7.2 Mw ,,,1314.0,,,
799,811,12-01-14 09:28,Japan ,31.6,130.6,5,6.7 Ms ,,,35.0,,,
800,812,14-03-14 20:00,Japan ,39.5,140.4,5,7.0 Ms ,,,94.0,,,
801,813,08-05-14 18:01,Italy ,37.7,15.2,,4.9 Muk ,,,69.0,,,
802,815,25-06-14 19:07,Indonesia ,-4.5,102.5,0,7.6 Mw ,,,,20.0,,
803,817,03-10-14 22:06,Turkey  ,37.5,32.5,0,7.1 Mw ,,,4000.0,,,
804,818,13-01-15 06:52,Italy  ,42,13.5,0,6.9 Ms ,,,32610.0,29980.0,,
805,819,17-03-15 18:45,Japan ,42.1,143.6,35,7.2 mb ,,,2.0,,,
806,820,23-06-15 04:56,United States ,32.8,-115.5,,6.2 Muk ,,,6.0,,,
807,821,07-09-15 01:20,El Salvador ,14,-89,80,7.4 mb ,,,7.0,,,
808,822,03-12-15 02:39,China ,29.5,91.5,0,7.0 Ms ,,,170.0,,,
809,823,28-08-16 07:27,Taiwan  ,23.9,120.5,5,7.2 MJMA ,,,16.0,,,
810,824,14-11-16 22:31,Taiwan  ,24,121,,6.0 Muk ,,,1.0,,,
811,825,04-01-17 16:55,Taiwan,21.9,120.9,0,6.5 Ms ,,,54.0,,,
812,826,21-01-17 23:11,Indonesia ,-7,116,,6.6 Muk ,,,15000.0,,,
813,828,31-01-17 03:39,Philippines ,6,125,,6.4 Muk ,,,7.0,,,
814,829,30-07-17 23:54,China ,29,104,0,7.3 Mw ,,,1879.0,1800.0,,
815,831,13-02-18 06:07,China  ,23.54,117.243,15,7.2 Mw ,,,,10000.0,,
816,832,21-04-18 22:32,United States ,33.812,-117.44,15,6.8 Muk ,,,1.0,,,
817,833,15-08-18 12:18,Philippines ,5.653,123.563,35,8.2 Mw ,,,,100.0,,
818,834,07-09-18 17:15,Russian Federation ,46.812,150.253,242.4,7.6 mb ,,,24.0,,,
819,835,11-10-18 14:14,Puerto Rico  ,18.473,-67.631,35,7.3 Mw ,,,116.0,116.0,,
820,837,05-06-20 04:21,Taiwan ,23.813,122.08,35,7.9 Mw ,,,5.0,,,
821,838,04-01-20 04:22,Mexico ,19.27,-97.08,15,6.2 Ms ,,,,,1500.0,
822,839,20-02-20 11:45,Georgia  ,42,44.1,11,6.2 Muk ,,,130.0,,,
823,840,07-09-20 05:55,Italy ,44.3,10.3,10,5.8 Muk ,,,171.0,,,
824,841,16-12-20 12:05,China  ,36.601,105.317,25,8.6 Ms ,,,235502.0,180000.0,,
825,842,17-12-20 18:59,Argentina  ,-32.7,-68.4,10,6.0 Muk ,,,400.0,,,
826,844,11-11-21 18:36,Philippines ,7.897,127.257,35,7.3 Mw ,,,600.0,,,
827,845,26-04-22 01:11,Japan ,35.2,139.8,35,6.8 MJMA ,,,2.0,,,
828,846,01-09-22 19:16,Taiwan ,24.506,122.04,35,7.5 Mw ,,,5.0,,,
829,847,14-10-22 23:45,Taiwan ,24.5,122,35,6.9 MJMA ,,,6.0,,,
830,848,11-11-22 04:32,Chile  ,-28.553,-70.755,35,8.7 Mw ,,,1000.0,1000.0,,
831,849,07-12-22 16:50,Japan ,32.7,130.1,5,6.9 MJMA ,,,26.0,,,
832,852,24-03-23 12:40,China ,30.553,101.258,25,7.2 Mw ,,,450.0,5000.0,,
833,853,13-04-23 15:31,Russian Federation ,55.415,162.585,35,7.1 Mw ,,,18.0,,,
834,854,25-05-23 22:21,Iran ,35.2,59.2,,5.7 Muk ,,,2219.0,,,
835,855,01-09-23 02:58,Japan  ,35.405,139.084,35,7.9 Muk ,,,142807.0,143000.0,105000.0,
836,856,09-09-23 22:03,Bangladesh ,24.943,90.32,35,7.1 Ms ,,,50.0,,,
837,857,17-09-23 07:09,Iran ,37.2,57.7,,6.4 Muk ,,,157.0,,,
838,858,22-09-23 20:47,Iran ,29.12,56.928,35,6.9 Muk ,,,290.0,,,
839,859,14-12-23 10:31,Colombia ,1,-77.5,,5.3 Muk ,,,300.0,,,
840,860,14-01-24 20:50,Japan ,35.5,139.2,5,7.3 MJMA ,,,19.0,,,
841,861,03-03-24 08:01,Ecuador ,-1.6,-78.6,,6.9 Muk ,,,40.0,,,
842,863,03-07-24 04:40,China ,36.632,83.903,35,7.1 Mw ,,,255.0,,,
843,864,12-07-24 15:12,Kyrgyzstan ,40.565,73.397,25,6.8 Muk ,,,41.0,,,
844,865,13-09-24 14:34,Turkey  ,39.864,41.876,35,6.8 Muk ,,,30.0,,,
845,866,16-03-25 14:42,China ,25.688,100.494,25,7.0 Ms ,,,5808.0,5000.0,,
846,867,23-05-25 02:09,Japan ,35.6,134.8,5,6.8 Muk ,,,428.0,,,
847,868,29-06-25 14:42,United States ,34.5,-119.6,,6.2 Muk ,,,13.0,,,
848,869,14-12-25 00:00,Iran ,34.6,58.1,,5.5 Muk ,,,500.0,,,
849,870,18-12-25 05:53,Iran ,28.5,51.2,,5.5 Muk ,,,2.0,,,
850,872,26-06-26 19:46,Greece ,36.605,26.888,101.8,7.7 mb ,,,110.0,,,
851,873,28-06-26 03:23,Indonesia ,-0.051,101.522,35,6.8 Muk ,,,222.0,,,
852,874,22-10-26 19:59,Turkey  ,40.7,43.7,7,5.7 Muk ,,,370.0,,,
853,876,07-03-27 09:27,Japan ,35.802,134.924,9.6,7.6 Ms ,,,2925.0,2925.0,,
854,877,20-03-27 00:00,China ,24.1,102,,5.0 Muk ,,,7.0,,,
855,878,14-04-27 06:23,Argentina ,-32.477,-69.675,35,7.2 mb ,,,8.0,,,
856,879,22-05-27 22:32,China  ,37.386,102.311,25,7.9 Ms ,,,80000.0,200000.0,,
857,880,24-08-27 18:09,Taiwan ,23.118,120.237,35,6.8 Muk ,,,11.0,,,
858,882,31-03-28 00:29,Turkey ,38.1,27.1,,6.5 Muk ,,,170.0,,,
859,883,09-04-28 17:34,Peru ,-13.731,-70.628,35,6.8 Ms ,,,10.0,,,
860,884,14-04-28 09:00,Bulgaria ,42.402,25.667,15,6.8 Muk ,,,107.0,107.0,,
861,885,18-04-28 19:22,Bulgaria ,42.386,25.087,15,6.8 Muk ,,,103.0,,,
862,886,14-05-28 22:14,Peru ,-5.261,-78.559,35,7.2 Mw ,,,29.0,,,
863,887,21-08-28 19:01,Iran ,37.3,57.9,9,5.4 Muk ,,,10.0,,,
864,888,01-12-28 04:06,Chile ,-35.086,-71.683,35,7.7 Mw ,,,225.0,,,
